ID_Venta;Fecha;País;Ciudad;Cliente;Producto;Categoría;Cantidad;Precio_Unitario;Monto_Total;Medio_Envio;Estado_Envio
0657;2024-08-31;Brasil;Rio de Janeiro;Carlos López;Laptop;Electrónica;1;900.45;900.45;Terrestre;En tránsito
0658;2025-01-22;Chile;Valparaíso;Lucía López;Auriculares;Accesorios;1;747.28;747.28;Aéreo;Pendiente
0659;2024-02-21;Argentina;Rosario;Laura García;Teclado;Accesorios;4;263.03;1052.12;Marítimo;En tránsito
0660;2025-02-21;Colombia;Cali;Pedro Martínez;Escritorio;Muebles;2;94.47;188.94;Marítimo;Cancelado
0661;2024-02-23;Argentina;Córdoba;Juan García;Teclado;Accesorios;3;1005.78;3017.34;Aéreo;Entregado
0662;2024-10-16;Ecuador;Quito;María Sánchez;Silla ergonómica;Muebles;4;580.66;2322.64;Terrestre;En tránsito
0663;2024-03-06;Argentina;Buenos Aires;Carlos Sánchez;Escritorio;Muebles;4;1000.52;4002.08;Marítimo;Cancelado
0664;2025-01-21;Perú;Arequipa;Ana Martínez;Laptop;Electrónica;4;405.07;1620.28;Terrestre;En tránsito
0665;2025-01-25;Bolivia;La Paz;Lucía Sánchez;Laptop;Electrónica;4;696.52;2786.08;Marítimo;Pendiente
0666;2024-07-16;Ecuador;Guayaquil;Pedro Pérez;Monitor;Electrónica;1;52.73;52.73;Marítimo;Cancelado
0667;2024-09-09;Ecuador;Guayaquil;Juan Martínez;Tablet;Electrónica;1;240.25;240.25;Aéreo;Pendiente
0668;2024-12-23;Venezuela;Caracas;Ana Martínez;Tablet;Electrónica;2;628.06;1256.12;Marítimo;Cancelado
0669;2024-03-19;Perú;Cusco;Ana Rodríguez;Celular;Electrónica;4;583.38;2333.52;Aéreo;En tránsito
0670;2024-12-28;Colombia;Bogotá;Luis Martínez;Auriculares;Accesorios;1;1021.51;1021.51;Marítimo;Entregado
0671;2025-03-12;Brasil;São Paulo;Laura Martínez;Celular;Electrónica;4;302.71;1210.84;Aéreo;Cancelado
0672;2024-07-29;Perú;Cusco;María García;Celular;Electrónica;2;566.3;1132.6;Marítimo;Entregado
0673;2024-05-08;Paraguay;Encarnación;Juan Martínez;Monitor;Electrónica;4;506.76;2027.04;Terrestre;En tránsito
0674;2024-03-03;Brasil;São Paulo;Lucía Pérez;Escritorio;Muebles;2;1053.03;2106.06;Terrestre;Entregado
0675;2025-03-05;Bolivia;La Paz;María Pérez;Auriculares;Accesorios;2;197.24;394.48;Marítimo;Pendiente
0676;2024-07-10;Brasil;Rio de Janeiro;Carlos López;Silla ergonómica;Muebles;1;743.31;743.31;Aéreo;Cancelado
0677;2024-09-18;Colombia;Medellín;María García;Silla ergonómica;Muebles;3;597.26;1791.78;Terrestre;En tránsito
0678;2024-02-12;Argentina;Buenos Aires;Laura Rodríguez;Escritorio;Muebles;1;58.94;58.94;Aéreo;Entregado
0679;2024-06-15;Uruguay;Paysandú;María Sánchez;Tablet;Electrónica;5;1166.42;5832.1;Terrestre;Pendiente
0680;2025-01-01;Chile;Concepción;Pedro Rodríguez;Silla ergonómica;Muebles;3;238.51;715.53;Terrestre;Entregado
0681;2024-08-12;Chile;Valparaíso;Ana Pérez;Impresora;Oficina;1;1172.32;1172.32;Aéreo;En tránsito
0682;2024-07-08;Chile;Concepción;Lucía García;Escritorio;Muebles;1;642.02;642.02;Terrestre;Pendiente
0683;2024-12-24;Argentina;Rosario;Laura García;Auriculares;Accesorios;5;469.99;2349.95;Aéreo;Pendiente
0684;2024-01-27;Brasil;Rio de Janeiro;Ana Rodríguez;Escritorio;Muebles;4;856.9;3427.6;Aéreo;En tránsito
0685;2024-05-11;Colombia;Cali;Laura López;Laptop;Electrónica;4;914.18;3656.72;Aéreo;Cancelado
0686;2024-02-15;Bolivia;Cochabamba;Pedro Rodríguez;Auriculares;Accesorios;2;38.66;77.32;Marítimo;Entregado
0687;2024-11-09;Bolivia;Santa Cruz;Laura Martínez;Cámara;Electrónica;5;267.25;1336.25;Aéreo;Entregado
0688;2024-06-20;Ecuador;Cuenca;Luis López;Monitor;Electrónica;2;224.2;448.4;Aéreo;En tránsito
0689;2024-08-24;Chile;Valparaíso;Juan Martínez;Escritorio;Muebles;3;993.97;2981.91;Aéreo;Entregado
0690;2024-04-11;Colombia;Medellín;Laura Sánchez;Auriculares;Accesorios;4;782.62;3130.48;Terrestre;Cancelado
0691;2024-10-16;Venezuela;Valencia;Carlos López;Silla ergonómica;Muebles;4;240.56;962.24;Aéreo;Pendiente
0692;2024-06-02;Paraguay;Encarnación;Juan Martínez;Auriculares;Accesorios;5;617.25;3086.25;Terrestre;Cancelado
0693;2024-12-25;Uruguay;Salto;Pedro Sánchez;Tablet;Electrónica;4;401.85;1607.4;Marítimo;Cancelado
0694;2024-02-20;Colombia;Medellín;María García;Celular;Electrónica;5;1042.07;5210.35;Aéreo;En tránsito
0695;2024-10-01;Bolivia;Santa Cruz;Luis Rodríguez;Escritorio;Muebles;1;504.6;504.6;Terrestre;En tránsito
0696;2024-04-12;Bolivia;La Paz;Juan Martínez;Teclado;Accesorios;3;884.82;2654.46;Terrestre;Entregado
0697;2025-02-24;Ecuador;Quito;Ana Pérez;Laptop;Electrónica;2;608.59;1217.18;Marítimo;Entregado
0698;2025-03-15;Paraguay;Asunción;Juan Rodríguez;Silla ergonómica;Muebles;2;756.26;1512.52;Terrestre;En tránsito
0699;2024-06-10;Uruguay;Salto;María Pérez;Teclado;Accesorios;3;819.51;2458.53;Aéreo;Entregado
0700;2025-02-27;Venezuela;Valencia;María Rodríguez;Tablet;Electrónica;4;982.88;3931.52;Terrestre;Pendiente
0701;2024-07-02;Chile;Concepción;Juan Rodríguez;Auriculares;Accesorios;2;143.78;287.56;Marítimo;Cancelado
0702;2024-10-17;Uruguay;Paysandú;Juan López;Laptop;Electrónica;4;1065.72;4262.88;Marítimo;Pendiente
0703;2024-03-24;Uruguay;Paysandú;Juan López;Laptop;Electrónica;5;993.38;4966.9;Aéreo;Pendiente
0704;2024-06-12;Ecuador;Quito;Pedro Sánchez;Monitor;Electrónica;4;263.35;1053.4;Marítimo;Pendiente
0705;2024-04-03;Colombia;Medellín;María García;Auriculares;Accesorios;2;1148.68;2297.36;Marítimo;En tránsito
0706;2024-03-23;Paraguay;Ciudad del Este;Carlos Martínez;Impresora;Oficina;4;150.29;601.16;Terrestre;Entregado
0707;2025-01-22;Bolivia;La Paz;Ana Rodríguez;Impresora;Oficina;5;141.89;709.45;Aéreo;Entregado
0708;2025-02-15;Ecuador;Cuenca;María García;Monitor;Electrónica;2;69.43;138.86;Marítimo;Cancelado
0709;2024-09-15;Chile;Valparaíso;Luis García;Cámara;Electrónica;4;71.42;285.68;Terrestre;Entregado
0710;2024-06-20;Argentina;Córdoba;Ana García;Teclado;Accesorios;1;810.24;810.24;Marítimo;Cancelado
0711;2025-02-23;Bolivia;Cochabamba;Pedro Sánchez;Escritorio;Muebles;3;1007.12;3021.36;Marítimo;Cancelado
0712;2025-03-01;Venezuela;Caracas;Lucía Rodríguez;Teclado;Accesorios;3;386.4;1159.2;Aéreo;Pendiente
0713;2024-01-29;Bolivia;Cochabamba;Luis García;Monitor;Electrónica;5;872.55;4362.75;Marítimo;Cancelado
0714;2024-12-05;Paraguay;Ciudad del Este;Ana Martínez;Tablet;Electrónica;1;948.82;948.82;Aéreo;En tránsito
0715;2025-02-17;Venezuela;Valencia;Luis López;Tablet;Electrónica;4;489.59;1958.36;Marítimo;En tránsito
0716;2024-04-26;Uruguay;Salto;María Sánchez;Celular;Electrónica;2;572.17;1144.34;Marítimo;Pendiente
0717;2024-09-09;Brasil;São Paulo;Pedro Pérez;Celular;Electrónica;1;660.45;660.45;Aéreo;En tránsito
0718;2024-08-05;Chile;Santiago;María Rodríguez;Auriculares;Accesorios;1;541.68;541.68;Aéreo;En tránsito
0719;2024-09-26;Paraguay;Asunción;Lucía López;Auriculares;Accesorios;3;452.01;1356.03;Aéreo;Pendiente
0720;2024-01-04;Ecuador;Cuenca;Ana García;Impresora;Oficina;3;63.88;191.64;Aéreo;Cancelado
0721;2024-04-28;Ecuador;Guayaquil;Laura Martínez;Laptop;Electrónica;2;214.41;428.82;Terrestre;Entregado
0722;2024-10-14;Brasil;Rio de Janeiro;Carlos García;Celular;Electrónica;1;177;177;Terrestre;Pendiente
0723;2024-07-26;Paraguay;Asunción;Laura Sánchez;Impresora;Oficina;3;781.96;2345.88;Marítimo;En tránsito
0724;2024-04-24;Argentina;Córdoba;Pedro Pérez;Laptop;Electrónica;2;669.62;1339.24;Marítimo;En tránsito
0725;2024-12-25;Ecuador;Cuenca;Luis García;Monitor;Electrónica;3;148.36;445.08;Marítimo;Cancelado
0726;2024-04-05;Colombia;Bogotá;Lucía López;Teclado;Accesorios;2;76.87;153.74;Marítimo;Pendiente
0727;2024-03-14;Bolivia;Santa Cruz;Carlos García;Celular;Electrónica;1;145.18;145.18;Marítimo;Entregado
0728;2024-06-13;Brasil;Rio de Janeiro;Juan García;Teclado;Accesorios;1;725.01;725.01;Terrestre;Entregado
0729;2024-12-23;Ecuador;Guayaquil;Laura López;Silla ergonómica;Muebles;4;1149.49;4597.96;Terrestre;En tránsito
0730;2024-08-23;Perú;Lima;Luis Sánchez;Silla ergonómica;Muebles;3;912.27;2736.81;Aéreo;Pendiente
0731;2024-10-25;Argentina;Buenos Aires;Lucía López;Impresora;Oficina;2;865.39;1730.78;Terrestre;Pendiente
0732;2025-01-03;Colombia;Medellín;María Rodríguez;Escritorio;Muebles;4;1168.07;4672.28;Terrestre;En tránsito
0733;2024-07-31;Brasil;Brasília;María Sánchez;Silla ergonómica;Muebles;1;952.46;952.46;Marítimo;En tránsito
0734;2024-03-15;Ecuador;Guayaquil;María Rodríguez;Impresora;Oficina;2;584.68;1169.36;Marítimo;Entregado
0735;2024-02-05;Brasil;Brasília;Juan Pérez;Escritorio;Muebles;1;945.25;945.25;Terrestre;Cancelado
0736;2025-03-04;Argentina;Buenos Aires;Luis García;Celular;Electrónica;3;69.61;208.83;Terrestre;Pendiente
0737;2024-12-20;Uruguay;Montevideo;Laura García;Silla ergonómica;Muebles;4;117.07;468.28;Aéreo;Cancelado
0738;2024-01-04;Uruguay;Montevideo;Luis Martínez;Tablet;Electrónica;4;1191.29;4765.16;Terrestre;Cancelado
0739;2024-04-27;Ecuador;Cuenca;Laura Sánchez;Cámara;Electrónica;4;385.5;1542;Aéreo;Entregado
0740;2024-08-13;Paraguay;Encarnación;Ana Rodríguez;Celular;Electrónica;1;444.19;444.19;Marítimo;Cancelado
0741;2024-10-30;Paraguay;Asunción;Laura Martínez;Escritorio;Muebles;4;559.22;2236.88;Terrestre;En tránsito
0742;2025-03-03;Venezuela;Caracas;Juan García;Auriculares;Accesorios;2;914.53;1829.06;Terrestre;En tránsito
0743;2024-09-22;Chile;Santiago;Ana Pérez;Auriculares;Accesorios;1;125.41;125.41;Marítimo;Pendiente
0744;2025-02-28;Venezuela;Maracaibo;Luis López;Cámara;Electrónica;2;927.43;1854.86;Terrestre;Cancelado
0745;2025-01-16;Bolivia;Cochabamba;María García;Cámara;Electrónica;3;440.98;1322.94;Terrestre;En tránsito
0746;2024-01-02;Uruguay;Paysandú;María López;Silla ergonómica;Muebles;5;249.96;1249.8;Aéreo;En tránsito
0747;2024-09-16;Paraguay;Asunción;Lucía Sánchez;Silla ergonómica;Muebles;4;376.58;1506.32;Terrestre;Cancelado
0748;2024-08-26;Chile;Valparaíso;Ana Sánchez;Cámara;Electrónica;2;883.28;1766.56;Terrestre;Pendiente
0749;2024-05-03;Bolivia;Santa Cruz;Pedro García;Auriculares;Accesorios;4;124.32;497.28;Aéreo;En tránsito
0750;2024-08-17;Uruguay;Salto;Laura Pérez;Silla ergonómica;Muebles;2;624.52;1249.04;Aéreo;En tránsito
0751;2024-08-11;Venezuela;Maracaibo;Juan Sánchez;Tablet;Electrónica;5;215.36;1076.8;Marítimo;En tránsito
0752;2024-01-12;Chile;Santiago;Ana Pérez;Impresora;Oficina;1;1185.48;1185.48;Terrestre;Entregado
0753;2024-04-25;Paraguay;Ciudad del Este;Juan Rodríguez;Tablet;Electrónica;5;689.59;3447.95;Terrestre;Pendiente
0754;2024-12-13;Venezuela;Valencia;María Rodríguez;Monitor;Electrónica;3;32.53;97.59;Marítimo;Pendiente
0755;2024-08-11;Bolivia;La Paz;Laura López;Auriculares;Accesorios;5;260.48;1302.4;Aéreo;En tránsito
0756;2024-04-29;Paraguay;Encarnación;Lucía Sánchez;Monitor;Electrónica;3;921.92;2765.76;Terrestre;Cancelado
0757;2024-11-25;Bolivia;Santa Cruz;Carlos Rodríguez;Auriculares;Accesorios;2;704.39;1408.78;Terrestre;Entregado
0758;2025-01-23;Paraguay;Asunción;Laura Sánchez;Tablet;Electrónica;3;1188.09;3564.27;Marítimo;En tránsito
0759;2024-01-24;Uruguay;Salto;Laura Sánchez;Laptop;Electrónica;3;204.5;613.5;Aéreo;Entregado
0760;2024-04-11;Perú;Arequipa;María García;Escritorio;Muebles;5;962.66;4813.3;Terrestre;Pendiente
0761;2024-08-30;Brasil;Rio de Janeiro;Carlos López;Cámara;Electrónica;2;1124.59;2249.18;Aéreo;Cancelado
0762;2024-09-27;Paraguay;Asunción;Juan López;Teclado;Accesorios;1;679.57;679.57;Aéreo;Cancelado
0763;2024-01-25;Paraguay;Ciudad del Este;Luis Pérez;Auriculares;Accesorios;3;836.45;2509.35;Marítimo;Cancelado
0764;2024-09-15;Chile;Santiago;Laura Rodríguez;Tablet;Electrónica;2;752.18;1504.36;Aéreo;Cancelado
0765;2024-09-29;Perú;Cusco;María Pérez;Silla ergonómica;Muebles;1;374.21;374.21;Aéreo;Pendiente
0766;2024-03-17;Chile;Valparaíso;Pedro Sánchez;Celular;Electrónica;2;866.7;1733.4;Terrestre;En tránsito
0767;2025-03-23;Argentina;Buenos Aires;Juan Rodríguez;Silla ergonómica;Muebles;2;136.21;272.42;Aéreo;Cancelado
0768;2024-07-28;Paraguay;Encarnación;Pedro García;Escritorio;Muebles;5;47.82;239.1;Marítimo;Entregado
0769;2024-05-30;Argentina;Rosario;María López;Celular;Electrónica;2;756.64;1513.28;Marítimo;Pendiente
0770;2024-10-12;Brasil;Brasília;Luis Sánchez;Escritorio;Muebles;3;1112.73;3338.19;Marítimo;En tránsito
0771;2024-08-30;Argentina;Rosario;Laura Sánchez;Tablet;Electrónica;3;503.2;1509.6;Aéreo;Entregado
0772;2024-02-25;Venezuela;Maracaibo;Luis García;Silla ergonómica;Muebles;2;333.79;667.58;Marítimo;Cancelado
0773;2024-03-01;Bolivia;La Paz;Juan Sánchez;Auriculares;Accesorios;2;851.31;1702.62;Aéreo;Entregado
0774;2024-03-02;Chile;Concepción;María Sánchez;Impresora;Oficina;3;510.66;1531.98;Marítimo;En tránsito
0775;2024-01-16;Ecuador;Cuenca;Luis Martínez;Celular;Electrónica;5;107.12;535.6;Terrestre;En tránsito
0776;2024-10-16;Paraguay;Encarnación;Pedro Sánchez;Escritorio;Muebles;4;106.06;424.24;Marítimo;Entregado
0777;2025-03-12;Venezuela;Maracaibo;Pedro Sánchez;Auriculares;Accesorios;1;32.25;32.25;Marítimo;Pendiente
0778;2024-10-07;Brasil;São Paulo;María Martínez;Teclado;Accesorios;5;1026.74;5133.7;Aéreo;En tránsito
0779;2025-03-07;Bolivia;Cochabamba;Laura Sánchez;Auriculares;Accesorios;3;398.83;1196.49;Terrestre;Entregado
0780;2024-12-09;Bolivia;Cochabamba;Lucía Martínez;Laptop;Electrónica;5;396.37;1981.85;Terrestre;Cancelado
0781;2024-03-14;Uruguay;Montevideo;María Sánchez;Impresora;Oficina;3;406.44;1219.32;Aéreo;En tránsito
0782;2024-11-01;Perú;Lima;Juan García;Cámara;Electrónica;1;65.58;65.58;Aéreo;Pendiente
0783;2024-01-10;Venezuela;Maracaibo;Pedro Martínez;Laptop;Electrónica;3;243.83;731.49;Aéreo;Cancelado
0784;2025-01-14;Bolivia;Cochabamba;Ana López;Silla ergonómica;Muebles;5;1019.77;5098.85;Terrestre;Entregado
0785;2024-07-29;Bolivia;La Paz;Laura Pérez;Laptop;Electrónica;1;947.16;947.16;Aéreo;En tránsito
0786;2024-05-21;Chile;Santiago;Pedro García;Escritorio;Muebles;4;41.38;165.52;Marítimo;Pendiente
0787;2024-05-31;Ecuador;Guayaquil;Lucía López;Silla ergonómica;Muebles;4;25.29;101.16;Marítimo;Entregado
0788;2024-09-15;Venezuela;Maracaibo;Laura García;Auriculares;Accesorios;4;612.84;2451.36;Terrestre;Cancelado
0789;2024-11-16;Ecuador;Cuenca;Ana Sánchez;Tablet;Electrónica;4;750.66;3002.64;Aéreo;Pendiente
0790;2024-06-16;Venezuela;Maracaibo;María Martínez;Tablet;Electrónica;2;175.9;351.8;Terrestre;Cancelado
0791;2024-06-20;Paraguay;Asunción;Pedro Sánchez;Cámara;Electrónica;5;328.96;1644.8;Aéreo;En tránsito
0792;2024-08-11;Colombia;Bogotá;Luis Sánchez;Celular;Electrónica;4;624.31;2497.24;Aéreo;Entregado
0793;2024-03-02;Ecuador;Guayaquil;Laura García;Silla ergonómica;Muebles;5;632.05;3160.25;Aéreo;En tránsito
0794;2025-03-20;Colombia;Cali;Luis García;Teclado;Accesorios;4;973.81;3895.24;Marítimo;Entregado
0795;2024-08-13;Argentina;Buenos Aires;Juan López;Teclado;Accesorios;5;199.23;996.15;Terrestre;Cancelado
0796;2024-06-22;Ecuador;Guayaquil;Ana García;Teclado;Accesorios;4;379.33;1517.32;Marítimo;En tránsito
0797;2025-02-04;Uruguay;Salto;Carlos García;Auriculares;Accesorios;1;89.01;89.01;Marítimo;Entregado
0798;2024-05-16;Venezuela;Maracaibo;Lucía Sánchez;Teclado;Accesorios;3;729.83;2189.49;Marítimo;Entregado
0799;2025-03-20;Venezuela;Caracas;María Rodríguez;Teclado;Accesorios;3;413.71;1241.13;Terrestre;Cancelado
0800;2024-02-20;Argentina;Córdoba;Carlos Martínez;Auriculares;Accesorios;5;834.37;4171.85;Marítimo;En tránsito
0801;2024-04-07;Ecuador;Cuenca;María López;Laptop;Electrónica;1;1170.23;1170.23;Aéreo;En tránsito
0802;2024-02-07;Brasil;São Paulo;Lucía López;Celular;Electrónica;4;93.93;375.72;Terrestre;Cancelado
0803;2025-03-22;Venezuela;Caracas;Ana Rodríguez;Silla ergonómica;Muebles;2;855.25;1710.5;Marítimo;Entregado
0804;2024-03-13;Chile;Santiago;Laura López;Laptop;Electrónica;1;431.76;431.76;Aéreo;En tránsito
0805;2024-07-23;Colombia;Cali;Juan García;Teclado;Accesorios;2;778.28;1556.56;Aéreo;Cancelado
0806;2024-03-07;Brasil;Brasília;Juan Martínez;Tablet;Electrónica;1;450.66;450.66;Aéreo;Pendiente
0807;2024-12-22;Uruguay;Paysandú;Carlos García;Auriculares;Accesorios;2;1159.28;2318.56;Aéreo;En tránsito
0808;2024-03-05;Bolivia;La Paz;Lucía López;Impresora;Oficina;1;565.12;565.12;Terrestre;En tránsito
0809;2024-10-11;Venezuela;Caracas;Pedro Martínez;Laptop;Electrónica;2;467.28;934.56;Terrestre;En tránsito
0810;2024-10-12;Venezuela;Valencia;María Rodríguez;Tablet;Electrónica;5;663.53;3317.65;Marítimo;Entregado
0811;2024-08-11;Argentina;Rosario;Luis Martínez;Laptop;Electrónica;2;824.1;1648.2;Marítimo;En tránsito
0812;2024-11-07;Paraguay;Encarnación;Laura García;Teclado;Accesorios;3;1139.24;3417.72;Marítimo;Entregado
0813;2024-01-21;Colombia;Cali;Lucía Rodríguez;Monitor;Electrónica;4;679.59;2718.36;Marítimo;En tránsito
0814;2024-08-13;Paraguay;Encarnación;María Sánchez;Auriculares;Accesorios;2;632.07;1264.14;Aéreo;Pendiente
0815;2024-06-27;Perú;Arequipa;Laura Rodríguez;Impresora;Oficina;1;595.01;595.01;Aéreo;En tránsito
0816;2024-09-24;Chile;Santiago;Juan López;Silla ergonómica;Muebles;5;864.01;4320.05;Terrestre;Cancelado
0817;2024-08-17;Brasil;Brasília;Ana Rodríguez;Escritorio;Muebles;1;1140.18;1140.18;Aéreo;En tránsito
0818;2025-02-16;Uruguay;Paysandú;Ana López;Laptop;Electrónica;5;202.14;1010.7;Marítimo;Cancelado
0819;2024-08-21;Venezuela;Valencia;Pedro López;Impresora;Oficina;5;956.01;4780.05;Marítimo;Cancelado
0820;2024-01-30;Colombia;Medellín;Luis Rodríguez;Celular;Electrónica;1;679.72;679.72;Aéreo;En tránsito
0821;2024-04-02;Uruguay;Salto;Ana Martínez;Celular;Electrónica;1;488.43;488.43;Marítimo;En tránsito
0822;2024-05-19;Uruguay;Paysandú;Lucía Sánchez;Auriculares;Accesorios;4;601.77;2407.08;Aéreo;Cancelado
0823;2024-02-06;Bolivia;Santa Cruz;María Sánchez;Celular;Electrónica;3;83.85;251.55;Terrestre;Pendiente
0824;2024-03-05;Colombia;Medellín;Lucía Rodríguez;Escritorio;Muebles;4;671.23;2684.92;Marítimo;Pendiente
0825;2024-12-10;Ecuador;Guayaquil;Carlos Pérez;Auriculares;Accesorios;1;460.12;460.12;Terrestre;Entregado
0826;2024-03-13;Uruguay;Montevideo;Carlos Pérez;Escritorio;Muebles;1;575.62;575.62;Aéreo;Pendiente
0827;2025-03-14;Argentina;Rosario;Ana Pérez;Impresora;Oficina;4;986.24;3944.96;Marítimo;Entregado
0828;2024-04-05;Uruguay;Montevideo;Carlos Rodríguez;Auriculares;Accesorios;2;885.81;1771.62;Aéreo;En tránsito
0829;2024-07-03;Perú;Cusco;María Pérez;Teclado;Accesorios;5;892.9;4464.5;Aéreo;En tránsito
0830;2024-12-14;Ecuador;Guayaquil;Pedro García;Laptop;Electrónica;5;1089.87;5449.35;Marítimo;Pendiente
0831;2024-03-22;Paraguay;Ciudad del Este;Laura Sánchez;Cámara;Electrónica;4;464.03;1856.12;Aéreo;Pendiente
0832;2024-01-25;Argentina;Córdoba;María López;Teclado;Accesorios;5;552.57;2762.85;Marítimo;Entregado
0833;2024-01-21;Bolivia;Cochabamba;Laura López;Monitor;Electrónica;3;72.92;218.76;Marítimo;Cancelado
0834;2024-03-29;Bolivia;Santa Cruz;Carlos Pérez;Silla ergonómica;Muebles;2;1016.91;2033.82;Terrestre;Cancelado
0835;2024-07-10;Uruguay;Salto;Lucía Martínez;Monitor;Electrónica;1;746.85;746.85;Terrestre;En tránsito
0836;2024-05-21;Paraguay;Asunción;Carlos Sánchez;Laptop;Electrónica;3;796.23;2388.69;Marítimo;Entregado
0837;2024-12-16;Argentina;Rosario;Juan Martínez;Cámara;Electrónica;2;205.1;410.2;Marítimo;En tránsito
0838;2024-05-12;Ecuador;Quito;Laura Pérez;Teclado;Accesorios;3;449.61;1348.83;Aéreo;Entregado
0839;2024-12-08;Brasil;Rio de Janeiro;Luis Rodríguez;Celular;Electrónica;4;744.53;2978.12;Aéreo;Entregado
0840;2024-01-30;Brasil;Brasília;María Sánchez;Celular;Electrónica;2;659.55;1319.1;Terrestre;Entregado
0841;2024-12-12;Perú;Cusco;Luis López;Tablet;Electrónica;5;404.87;2024.35;Aéreo;En tránsito
0842;2024-10-01;Bolivia;Cochabamba;María García;Celular;Electrónica;2;1055.45;2110.9;Terrestre;Entregado
0843;2025-03-08;Venezuela;Valencia;Luis Sánchez;Cámara;Electrónica;1;547.18;547.18;Marítimo;Cancelado
0844;2024-12-22;Argentina;Rosario;Luis López;Impresora;Oficina;5;1164.86;5824.3;Terrestre;Cancelado
0845;2024-09-12;Argentina;Rosario;Juan Pérez;Auriculares;Accesorios;4;708.94;2835.76;Marítimo;Cancelado
0846;2024-02-04;Colombia;Medellín;Luis Pérez;Tablet;Electrónica;4;139.71;558.84;Terrestre;Entregado
0847;2024-05-03;Chile;Concepción;Luis García;Laptop;Electrónica;4;627.9;2511.6;Terrestre;Entregado
0848;2025-01-08;Uruguay;Montevideo;Lucía Martínez;Tablet;Electrónica;3;1196.4;3589.2;Marítimo;En tránsito
0849;2024-01-10;Bolivia;Santa Cruz;Lucía Sánchez;Escritorio;Muebles;2;329.23;658.46;Terrestre;En tránsito
0850;2024-04-26;Venezuela;Caracas;Laura López;Celular;Electrónica;1;170.35;170.35;Terrestre;Entregado
0851;2024-09-10;Uruguay;Paysandú;Pedro Sánchez;Cámara;Electrónica;5;654.61;3273.05;Terrestre;Entregado
0852;2024-07-06;Paraguay;Encarnación;Pedro García;Escritorio;Muebles;2;245.27;490.54;Terrestre;En tránsito
0853;2024-04-26;Chile;Santiago;María Pérez;Monitor;Electrónica;1;1130.43;1130.43;Aéreo;Entregado
0854;2024-06-30;Venezuela;Valencia;Ana Martínez;Cámara;Electrónica;5;995.32;4976.6;Terrestre;Entregado
0855;2025-03-19;Argentina;Córdoba;Ana Pérez;Auriculares;Accesorios;5;1115.74;5578.7;Aéreo;Pendiente
0856;2024-09-24;Bolivia;Santa Cruz;Carlos Rodríguez;Monitor;Electrónica;1;1013.93;1013.93;Aéreo;Entregado
0857;2024-11-04;Chile;Concepción;Lucía Rodríguez;Escritorio;Muebles;4;581.91;2327.64;Aéreo;En tránsito
0858;2024-07-19;Chile;Santiago;Pedro Pérez;Celular;Electrónica;5;408.23;2041.15;Marítimo;En tránsito
0859;2024-07-05;Colombia;Cali;María Martínez;Silla ergonómica;Muebles;3;983.24;2949.72;Marítimo;Cancelado
0860;2025-02-12;Uruguay;Salto;María García;Laptop;Electrónica;2;842.68;1685.36;Aéreo;En tránsito
0861;2024-06-15;Argentina;Buenos Aires;María Sánchez;Teclado;Accesorios;4;944.93;3779.72;Aéreo;Cancelado
0862;2024-10-16;Ecuador;Cuenca;Pedro Sánchez;Auriculares;Accesorios;5;628.07;3140.35;Marítimo;Pendiente
0863;2024-03-24;Argentina;Rosario;Carlos López;Silla ergonómica;Muebles;2;600.14;1200.28;Aéreo;Entregado
0864;2024-06-29;Bolivia;Cochabamba;María Pérez;Celular;Electrónica;1;371.92;371.92;Terrestre;Cancelado
0865;2024-10-18;Perú;Arequipa;Ana Rodríguez;Escritorio;Muebles;5;471.03;2355.15;Aéreo;Entregado
0866;2024-01-23;Venezuela;Maracaibo;Luis Rodríguez;Celular;Electrónica;3;1199.88;3599.64;Aéreo;En tránsito
0867;2024-09-23;Perú;Cusco;Laura García;Auriculares;Accesorios;3;914.95;2744.85;Terrestre;Cancelado
0868;2024-10-05;Uruguay;Montevideo;Pedro Pérez;Tablet;Electrónica;3;846.46;2539.38;Marítimo;Pendiente
0869;2024-02-22;Ecuador;Quito;María López;Teclado;Accesorios;3;685.27;2055.81;Marítimo;Pendiente
0870;2024-08-26;Colombia;Medellín;María García;Auriculares;Accesorios;3;719.02;2157.06;Terrestre;En tránsito
0871;2024-12-20;Colombia;Medellín;Juan López;Cámara;Electrónica;5;137.97;689.85;Marítimo;En tránsito
0872;2024-05-20;Paraguay;Ciudad del Este;Ana García;Teclado;Accesorios;3;568.06;1704.18;Aéreo;Entregado
0873;2024-01-02;Brasil;Rio de Janeiro;Ana López;Impresora;Oficina;2;916.1;1832.2;Marítimo;En tránsito
0874;2024-08-22;Venezuela;Valencia;Carlos Rodríguez;Impresora;Oficina;3;98.63;295.89;Terrestre;En tránsito
0875;2024-11-26;Paraguay;Asunción;María García;Auriculares;Accesorios;4;658.86;2635.44;Aéreo;Entregado
0876;2024-06-04;Brasil;São Paulo;Juan Martínez;Teclado;Accesorios;3;342.07;1026.21;Marítimo;Cancelado
0877;2024-10-09;Uruguay;Paysandú;Pedro Martínez;Escritorio;Muebles;2;931.65;1863.3;Aéreo;Pendiente
0878;2024-02-14;Venezuela;Caracas;Ana Pérez;Impresora;Oficina;4;120.18;480.72;Aéreo;Entregado
